exp,dataset,N,k,z,outlier_pct,O,pool,radius,time_s,vs_ref_pct,op,start,r_single,r_multi3,gain_pct,alpha
start_point,covertype,1000,10,100,,,,3.491935,,,0.1,random2,,,,
start_point,covertype,1000,10,200,,,,2.896623,,,0.2,centroid,,,,
start_point,covertype,1000,10,200,,,,2.932587,,,0.2,farthest,,,,
start_point,covertype,1000,10,200,,,,2.965874,,,0.2,random0,,,,
start_point,covertype,1000,10,200,,,,3.025918,,,0.2,random1,,,,
start_point,covertype,1000,10,200,,,,2.985881,,,0.2,random2,,,,
start_point,covertype,1000,20,100,,,,2.927298,,,0.1,centroid,,,,
start_point,covertype,1000,20,100,,,,2.982144,,,0.1,farthest,,,,
start_point,covertype,1000,20,100,,,,2.925187,,,0.1,random0,,,,
start_point,covertype,1000,20,100,,,,2.987127,,,0.1,random1,,,,
start_point,covertype,1000,20,100,,,,2.991669,,,0.1,random2,,,,
start_point,covertype,1000,20,200,,,,2.494323,,,0.2,centroid,,,,
start_point,covertype,1000,20,200,,,,2.579812,,,0.2,farthest,,,,
start_point,covertype,1000,20,200,,,,2.580146,,,0.2,random0,,,,
start_point,covertype,1000,20,200,,,,2.549128,,,0.2,random1,,,,
start_point,covertype,1000,20,200,,,,2.526453,,,0.2,random2,,,,
start_point,covertype,5000,10,500,,,,2.79329,,,0.1,centroid,,,,
start_point,covertype,5000,10,500,,,,2.88551,,,0.1,farthest,,,,
start_point,covertype,5000,10,500,,,,2.820055,,,0.1,random0,,,,
start_point,covertype,5000,10,500,,,,2.875862,,,0.1,random1,,,,
start_point,covertype,5000,10,500,,,,2.834407,,,0.1,random2,,,,
start_point,covertype,5000,10,1000,,,,2.454522,,,0.2,centroid,,,,
start_point,covertype,5000,10,1000,,,,2.452124,,,0.2,farthest,,,,
start_point,covertype,5000,10,1000,,,,2.394909,,,0.2,random0,,,,
start_point,covertype,5000,10,1000,,,,2.391951,,,0.2,random1,,,,
start_point,covertype,5000,10,1000,,,,2.391675,,,0.2,random2,,,,
start_point,covertype,5000,20,500,,,,2.431573,,,0.1,centroid,,,,
start_point,covertype,5000,20,500,,,,2.469184,,,0.1,farthest,,,,
start_point,covertype,5000,20,500,,,,2.44921,,,0.1,random0,,,,
start_point,covertype,5000,20,500,,,,2.482818,,,0.1,random1,,,,
start_point,covertype,5000,20,500,,,,2.443583,,,0.1,random2,,,,
start_point,covertype,5000,20,1000,,,,2.111911,,,0.2,centroid,,,,
start_point,covertype,5000,20,1000,,,,2.100421,,,0.2,farthest,,,,
start_point,covertype,5000,20,1000,,,,2.083144,,,0.2,random0,,,,
start_point,covertype,5000,20,1000,,,,2.089568,,,0.2,random1,,,,
start_point,covertype,5000,20,1000,,,,2.110091,,,0.2,random2,,,,
multi_start,adult,500,10,50,,,,,0.0577,,0.1,,2.084858,2.084858,0.0,
multi_start,adult,500,10,100,,,,,0.0942,,0.2,,1.682241,1.682241,0.0,
multi_start,adult,500,20,50,,,,,0.1231,,0.1,,1.766259,1.766259,0.0,
multi_start,adult,500,20,100,,,,,0.2103,,0.2,,1.350727,1.350727,0.0,
multi_start,adult,1000,10,100,,,,,0.1988,,0.1,,2.04417,2.04417,0.0,
multi_start,adult,1000,10,200,,,,,0.3098,,0.2,,1.645054,1.645054,0.0,
multi_start,adult,1000,20,100,,,,,0.3289,,0.1,,1.715379,1.715379,0.0,
multi_start,adult,1000,20,200,,,,,0.6215,,0.2,,1.384758,1.384758,0.0,
multi_start,adult,5000,10,500,,,,,3.5113,,0.1,,2.024511,2.024511,0.0,
multi_start,adult,5000,10,1000,,,,,7.8705,,0.2,,1.651035,1.651035,0.0,
multi_start,adult,5000,20,500,,,,,7.9316,,0.1,,1.697263,1.697263,0.0,
multi_start,adult,5000,20,1000,,,,,17.7509,,0.2,,1.371091,1.371091,0.0,
multi_start,diabetes,500,10,50,,,,,0.0539,,0.1,,2.11263,2.11263,0.0,
multi_start,diabetes,500,10,100,,,,,0.1055,,0.2,,1.793122,1.793122,0.0,
multi_start,diabetes,500,20,50,,,,,0.1141,,0.1,,1.885177,1.885177,0.0,
multi_start,diabetes,500,20,100,,,,,0.2603,,0.2,,1.55165,1.55165,0.0,
multi_start,diabetes,1000,10,100,,,,,0.3585,,0.1,,2.124385,2.124385,0.0,
multi_start,diabetes,1000,10,200,,,,,0.3918,,0.2,,1.817542,1.817542,0.0,
multi_start,diabetes,1000,20,100,,,,,0.4209,,0.1,,1.83484,1.83484,0.0,
multi_start,diabetes,1000,20,200,,,,,0.986,,0.2,,1.572128,1.572128,0.0,
multi_start,diabetes,5000,10,500,,,,,4.5372,,0.1,,2.217265,2.217265,0.0,
multi_start,diabetes,5000,10,1000,,,,,12.2628,,0.2,,1.876005,1.876005,0.0,
multi_start,diabetes,5000,20,500,,,,,8.5904,,0.1,,1.91877,1.91877,0.0,
multi_start,diabetes,5000,20,1000,,,,,15.478,,0.2,,1.644927,1.644927,0.0,
multi_start,covertype,500,10,50,,,,,0.0734,,0.1,,3.311117,3.311117,0.0,
multi_start,covertype,500,10,100,,,,,0.0994,,0.2,,2.810582,2.810582,0.0,
multi_start,covertype,500,20,50,,,,,0.1107,,0.1,,2.874539,2.874539,0.0,
multi_start,covertype,500,20,100,,,,,0.1907,,0.2,,2.477862,2.477862,0.0,
multi_start,covertype,1000,10,100,,,,,0.1787,,0.1,,3.418412,3.418412,0.0,
multi_start,covertype,1000,10,200,,,,,0.3378,,0.2,,2.896623,2.896623,0.0,
multi_start,covertype,1000,20,100,,,,,0.3674,,0.1,,2.927298,2.927298,0.0,
multi_start,covertype,1000,20,200,,,,,0.6634,,0.2,,2.494323,2.494323,0.0,
multi_start,covertype,5000,10,500,,,,,3.9113,,0.1,,2.79329,2.79329,0.0,
multi_start,covertype,5000,10,1000,,,,,7.6829,,0.2,,2.454522,2.454522,0.0,
multi_start,covertype,5000,20,500,,,,,7.8714,,0.1,,2.431573,2.431573,0.0,
multi_start,covertype,5000,20,1000,,,,,14.5737,,0.2,,2.111911,2.111911,0.0,
alpha_sweep,adult,2000,20,200,,10.0,,2.26818,,,,,,,,0.05
alpha_sweep,adult,2000,20,200,,20.0,,2.095567,,,,,,,,0.1
alpha_sweep,adult,2000,20,200,,40.0,,1.882401,,,,,,,,0.2
alpha_sweep,adult,2000,20,200,,100.0,,1.78105,,,,,,,,0.5
alpha_sweep,adult,2000,20,200,,200.0,,1.667497,,,,,,,,1.0
alpha_sweep,adult,2000,20,200,,300.0,,1.666319,,,,,,,,1.5
alpha_sweep,adult,2000,20,200,,400.0,,1.683524,,,,,,,,2.0
alpha_sweep,adult,2000,20,200,,600.0,,1.665768,,,,,,,,3.0
