N,k,z,local_radius,local_time,opt_radius,opt_time,gap
750,10,2,3.8007924622117617,0.0,3.8007924622117617,0.0,1.0
750,10,3,3.7312595786972986,0.0,3.7312595786972986,0.018160581588745117,1.0
750,10,3,3.7312595786972986,0.0,3.7312595786972986,0.014635801315307617,1.0
750,10,4,3.6798386929634175,0.0,3.6798386929634175,0.048522233963012695,1.0
750,10,5,3.49714783528042,0.0,3.49714783528042,0.14752507209777832,1.0
750,10,6,3.4849980006660988,0.001100778579711914,3.4849980006660988,0.3823051452636719,1.0
750,10,6,3.4849980006660988,0.0,3.4849980006660988,0.37888145446777344,1.0
750,10,7,3.371154369952746,0.0,3.371154369952746,0.9429168701171875,1.0
800,5,0,5.459295755196552,0.0,5.459295755196552,0.0,1.0
800,5,1,5.1983281052275405,0.0,5.1983281052275405,0.0,1.0
800,5,2,4.736501412121818,0.004489421844482422,4.736501412121818,0.0,1.0
800,5,3,4.438159507155088,0.0,4.438159507155088,0.003061532974243164,1.0
800,5,4,4.301958812434207,0.0,4.301958812434207,0.006268501281738281,1.0
800,5,4,4.301958812434207,0.0017399787902832031,4.301958812434207,0.0032584667205810547,1.0
800,5,5,4.189607301835419,0.0,4.189607301835419,0.011671304702758789,1.0
800,5,6,4.189607301835419,0.0,3.996916184848682,0.016466617584228516,1.0482099468878487
800,5,7,3.994647111586393,0.0,3.994647111586393,0.03232240676879883,1.0
800,5,8,3.917728919553684,0.0,3.917728919553684,0.05148148536682129,1.0
800,10,0,3.917728919553684,0.0009133815765380859,3.917728919553684,0.0,1.0
800,10,1,3.8283605567805066,0.0,3.8283605567805066,0.0,1.0
800,10,2,3.8007924622117617,0.003203868865966797,3.8007924622117617,0.0,1.0
800,10,3,3.7312595786972986,0.000965118408203125,3.7312595786972986,0.00735163688659668,1.0
800,10,4,3.6798386929634175,0.008360147476196289,3.6798386929634175,0.048609256744384766,1.0
800,10,4,3.6798386929634175,0.0,3.6798386929634175,0.05604124069213867,1.0
800,10,5,3.49714783528042,0.0,3.49714783528042,0.14738917350769043,1.0
800,10,6,3.4849980006660988,0.0008168220520019531,3.4849980006660988,0.4117560386657715,1.0
800,10,7,3.4273725311742416,0.0,3.4273725311742416,0.9989721775054932,1.0
800,10,8,3.411401616164218,0.0,3.371154369952746,2.262482166290283,1.011938713507218
850,5,0,5.459295755196552,0.0,5.459295755196552,0.0,1.0
850,5,1,5.1983281052275405,0.0,5.1983281052275405,0.0,1.0
850,5,2,4.736501412121818,0.0,4.736501412121818,0.0,1.0
850,5,3,4.438159507155088,0.0,4.438159507155088,0.0,1.0
850,5,4,4.301958812434207,0.0,4.301958812434207,0.00828695297241211,1.0
850,5,5,4.189607301835419,0.0025551319122314453,4.189607301835419,0.00855708122253418,1.0
850,5,5,4.189607301835419,0.0,4.189607301835419,0.010395288467407227,1.0
